dataset,scope,entity,period_start,period_end,metric,value,unit,source_url,source_note
live_dashboard_2026,State/UT,Union Territory of Ladakh,2026-01-01,2026-08-24,pending_180_365_days,11,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Union Territory of Ladakh,2026-01-01,2026-08-24,pending_more_than_1_year,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Meghalaya,2026-01-01,2026-08-24,received,218,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Meghalaya,2026-01-01,2026-08-24,disposed,39,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Meghalaya,2026-01-01,2026-08-24,percent_disposed,17.89,percent,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Meghalaya,2026-01-01,2026-08-24,pending_0_60_days,75,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Meghalaya,2026-01-01,2026-08-24,pending_60_180_days,92,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Meghalaya,2026-01-01,2026-08-24,pending_180_365_days,12,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Meghalaya,2026-01-01,2026-08-24,pending_more_than_1_year,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Maharashtra,2026-01-01,2026-08-24,received,40598,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Maharashtra,2026-01-01,2026-08-24,disposed,20772,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Maharashtra,2026-01-01,2026-08-24,percent_disposed,51.17,percent,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Maharashtra,2026-01-01,2026-08-24,pending_0_60_days,9256,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Maharashtra,2026-01-01,2026-08-24,pending_60_180_days,8646,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Maharashtra,2026-01-01,2026-08-24,pending_180_365_days,1924,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Maharashtra,2026-01-01,2026-08-24,pending_more_than_1_year,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Manipur,2026-01-01,2026-08-24,received,517,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Manipur,2026-01-01,2026-08-24,disposed,13,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Manipur,2026-01-01,2026-08-24,percent_disposed,2.51,percent,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Manipur,2026-01-01,2026-08-24,pending_0_60_days,226,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Manipur,2026-01-01,2026-08-24,pending_60_180_days,197,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Manipur,2026-01-01,2026-08-24,pending_180_365_days,81,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Manipur,2026-01-01,2026-08-24,pending_more_than_1_year,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Madhya Pradesh,2026-01-01,2026-08-24,received,35251,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Madhya Pradesh,2026-01-01,2026-08-24,disposed,24904,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Madhya Pradesh,2026-01-01,2026-08-24,percent_disposed,70.65,percent,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Madhya Pradesh,2026-01-01,2026-08-24,pending_0_60_days,6726,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Madhya Pradesh,2026-01-01,2026-08-24,pending_60_180_days,3038,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Madhya Pradesh,2026-01-01,2026-08-24,pending_180_365_days,583,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Madhya Pradesh,2026-01-01,2026-08-24,pending_more_than_1_year,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Mizoram,2026-01-01,2026-08-24,received,107,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Mizoram,2026-01-01,2026-08-24,disposed,93,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Mizoram,2026-01-01,2026-08-24,percent_disposed,86.92,percent,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Mizoram,2026-01-01,2026-08-24,pending_0_60_days,9,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Mizoram,2026-01-01,2026-08-24,pending_60_180_days,5,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Mizoram,2026-01-01,2026-08-24,pending_180_365_days,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Mizoram,2026-01-01,2026-08-24,pending_more_than_1_year,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Nagaland,2026-01-01,2026-08-24,received,114,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Nagaland,2026-01-01,2026-08-24,disposed,10,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Nagaland,2026-01-01,2026-08-24,percent_disposed,8.77,percent,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Nagaland,2026-01-01,2026-08-24,pending_0_60_days,40,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Nagaland,2026-01-01,2026-08-24,pending_60_180_days,54,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Nagaland,2026-01-01,2026-08-24,pending_180_365_days,10,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Nagaland,2026-01-01,2026-08-24,pending_more_than_1_year,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Odisha,2026-01-01,2026-08-24,received,12590,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Odisha,2026-01-01,2026-08-24,disposed,7692,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Odisha,2026-01-01,2026-08-24,percent_disposed,61.1,percent,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Odisha,2026-01-01,2026-08-24,pending_0_60_days,2777,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Odisha,2026-01-01,2026-08-24,pending_60_180_days,1592,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Odisha,2026-01-01,2026-08-24,pending_180_365_days,529,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Odisha,2026-01-01,2026-08-24,pending_more_than_1_year,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Punjab,2026-01-01,2026-08-24,received,14082,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Punjab,2026-01-01,2026-08-24,disposed,8538,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Punjab,2026-01-01,2026-08-24,percent_disposed,60.63,percent,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Punjab,2026-01-01,2026-08-24,pending_0_60_days,2417,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Punjab,2026-01-01,2026-08-24,pending_60_180_days,2507,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Punjab,2026-01-01,2026-08-24,pending_180_365_days,620,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Punjab,2026-01-01,2026-08-24,pending_more_than_1_year,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Union Territory of Puducherry,2026-01-01,2026-08-24,received,1497,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Union Territory of Puducherry,2026-01-01,2026-08-24,disposed,1300,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Union Territory of Puducherry,2026-01-01,2026-08-24,percent_disposed,86.84,percent,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Union Territory of Puducherry,2026-01-01,2026-08-24,pending_0_60_days,157,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Union Territory of Puducherry,2026-01-01,2026-08-24,pending_60_180_days,30,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Union Territory of Puducherry,2026-01-01,2026-08-24,pending_180_365_days,10,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
live_dashboard_2026,State/UT,Union Territory of Puducherry,2026-01-01,2026-08-24,pending_more_than_1_year,0,count,https://pgportal.gov.in/darpgdashboard,Official CPGRAMS live dashboard; disposals include carry-forward receipts from previous year(s).
